 listing_id |                           name                            |              city              |                                 avatar                                 |    owner    | ownertype | guests | beds | rooms | baths | responserate |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |                                                                                                                                                                    amenities                                                                                                                                                                     |                                       rules                                        |                                   cancellation                                   |                                       related1                                       |                                      related2                                      |                                      related3                                      |      location      |                                          nearbycities                                          
          3 | Relax on the Deck of a Bright Eixample Apartment          | Tokyo                          | https://s3.amazonaws.com/uifaces/faces/twitter/calebogden/128.jpg      | Moises      | none      |      4 |    3 |     3 |     3 |           10 | Prime location with parking. Walking distance to UCLA. Minutes from Santa Monica, Venice, Hollywood and other tourist attractions. Full kitchen with appliances, A/C unit, and Wi-Fi.The spaceIf you are visiting Los Angeles and looking to be in a prime location within close proximity to the citys touristic attractions and famous beaches, my renovated studio in the heart of Westwood is the choice for you.My unit is on the third (top floor) of the building so there is a beautiful skyline view from the three large windows. These windows bring lots of bright natural light, but if you choose to cover them each window has a retractable shade. There is also a skylight in the kitchen and bathroom ceilings for more natural light.I have a queen sized bed (med-firm foam mattress) which sleeps two people comfortably. If you have a third guest, I can also provide an extra single sleeper bed upon request.There is a full kitchen complete with stainless steel appliances, dish ware and utensils if you would like to prepare your own meals.There is also a medium sized desk and wi-fi available for use if you need to get any work done during your stay.I have an in-unit AC/Heater, but you are welcome to open the windows if you wish.I provide one assigned parking space. The space may be tight for larger vehicles.The UCLA campus is 1.1 miles away- 6 to 7 minute car ride- 8 minute bike ride- 18 minute UCLA Blue Bus ride- 25 minute walkGuest accessGuests will be able to utilize the entire studio apartment privately.Interaction with guestsPlease feel free to shoot me a message prior. | Hot water TV Extra pillows and blankets Iron Snorkeling gear Central heating or a heater in the listing Refrigerator Smoke detector Beach towels Umbrella Free parking on premises Wifi Hair dryer Cable TV Beach towels                                                                                                                         | Quia at deserunt ratione molestiae hic rerum voluptas tempore quia.                | Voluptas quisquam incidunt rerum.                                                | Sint nihil sapiente ullam maxime eum libero et dignissimos dolorem.                  | Veniam neque dolor sint voluptatum sed.                                            | Sint eos dolor tenetur et perspiciatis dignissimos.                                | -85.8922,-25.3966  | San Diego,Westwood,Austin,Punta Cana, Dominican Republic,Barcelona
         38 | Stroll to Sagrada Familia from a Sunlit Apartment         | Austin                         | https://s3.amazonaws.com/uifaces/faces/twitter/smaczny/128.jpg         | Ellis       | none      |      2 |    3 |     2 |     3 |           43 | This is a quaint cabin tucked in the trees on the east shore of Lake Almanor. The warm, shallow water makes it perfect for little ones to play or hook up to a bouy to just float. Can hook a boat to the outter bouy as well. Beach is used only by neighbors so it’s quiet. There’s also a picnic table and fire pit for s’mores. Town of Chester is 10 minutes away with shops, dining, rentals, parks and soft swirl ice cream, a must! A couple hiking trails are out front door and across the street.  The spaceThe main living area is cozy and there’s a family size picnic table perfect for meals or family games. Two bedrooms off kitchen with full bath and laundry facilities. Upstairs is a loft with small library and a curtained off queen bed with half bath. Our deck is large and the perfect spot for a glass of wine or beer while you BBQ and watch the sunset over Mt. Lassen, we’re 100 feet from lakes edge. Once the sun goes down there’s string lights and a fire top table with comfortable chairs to enjoy the cool evening air. The kitchen is fully stocked with cooking utensils and plastic ware for kids. The house comfortably sleeps 6 but there’s a pull out couch for 2 more and space in the loft for an air mattress. You can also pitch a tent in front of the deck for more sleeping space. We also offer beach towels, chairs, loungers, umbrellas, two kayaks and a paddle boat for your enjoyment.Interaction with guests. We are available by phone to answer any questions but have the most fabulous neighbors who are extremely friendly and full of great information.                  | Pots and pans, oil, salt and pepper Cable TV Towels, bed sheets, soap, and toilet paper Dishes and silverware Beach essentials Fire extinguisher Extra pillows and blankets Outdoor Separate street or building entrance Towels, bed sheets, soap, and toilet paper Beachfront Lake access Hangers Iron Guest access                             | Harum tempora dolor possimus.                                                      | Molestiae rerum et quam.                                                         | Quisquam aut porro officia quasi itaque nostrum dolorum.                             | Libero consequatur sed laudantium sed quos et.                                     | Et ipsum qui mollitia nisi.                                                        | -34.3019,-125.0614 | Westwood,Oakland,Barcelona,Westwood,Barcelona
         47 | CLOSEST GRAND CANYON B&B/South Rim                        | San Francisco                  | https://s3.amazonaws.com/uifaces/faces/twitter/dotgridline/128.jpg     | Monroe      | Plus      |      3 |    3 |     4 |     1 |           84 | The space. Una habitación doble en un apartamento tranquilo situada en un edificio histórico que data de la época medieval. A pocos metros se situan el Museo Picasso, boutiques independientes, galerías de arte, talleres de artistas y gran número de edificios representativos de Barcelona. Todo ello en la zona del Borne conocido por la gran cantidad de bares y restaurantes de moda que contiene.Cuando el clima lo permita se puede disfrutar en la terraza privada, que por supuesto estará a disposición de los huéspedes durante su estancia, resulta un lugar ideal para leer un libro o tomar una copa de vino después de un día de turismo.Varias estaciones de metro y paradas de autobuses están muy cerca, sin embargo la mayoría de las atracciones turísticas se encuentran a corta distancia, la catedral, Santa Maria del Mar, las playas y las Ramblas se encuentran a menos de 10 minutos.El Vaixell de papel (El barco de papel) - quiere significar algo tan frágil y al mismo tiempo capaz de una gran fortaleza!Other things to notePlease note that there will be a €40 charge payable in cash for check-ins later than 23:00pm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | Wifi Dining Cooking basics Wifi Lake access Cooking basics Hangers TV Refrigerator Beach blanket Smoke detector TV Bed linens Heating Refrigerator                                                                                                                                                                                               | Autem facere nisi totam ut.                                                        | Iste expedita totam eius cum id minima ea aliquam voluptatem.                    | Et a vel praesentium mollitia ad id at voluptas.                                     | Minus ut alias corporis perspiciatis eos quasi consequatur in autem.               | Distinctio eum possimus alias itaque ex iste.                                      | -66.8692,12.5637   | Austin,Tokyo,San Francisco,Westwood,Westwood
         51 | Bedford Loft, Williamsburg Prime                          | New York                       | https://s3.amazonaws.com/uifaces/faces/twitter/matthewkay_/128.jpg     | Mabelle     | none      |      7 |    5 |     4 |     3 |           40 | The space. Una habitación doble en un apartamento tranquilo situada en un edificio histórico que data de la época medieval. A pocos metros se situan el Museo Picasso, boutiques independientes, galerías de arte, talleres de artistas y gran número de edificios representativos de Barcelona. Todo ello en la zona del Borne conocido por la gran cantidad de bares y restaurantes de moda que contiene.Cuando el clima lo permita se puede disfrutar en la terraza privada, que por supuesto estará a disposición de los huéspedes durante su estancia, resulta un lugar ideal para leer un libro o tomar una copa de vino después de un día de turismo.Varias estaciones de metro y paradas de autobuses están muy cerca, sin embargo la mayoría de las atracciones turísticas se encuentran a corta distancia, la catedral, Santa Maria del Mar, las playas y las Ramblas se encuentran a menos de 10 minutos.El Vaixell de papel (El barco de papel) - quiere significar algo tan frágil y al mismo tiempo capaz de una gran fortaleza!Other things to notePlease note that there will be a €40 charge payable in cash for check-ins later than 23:00pm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | Bed linens Cooking basics Pots and pans, oil, salt and pepper Towels, bed sheets, soap, and toilet paper Dishes and silverware Dining Dryer Beach towels Essentials Beach towels Stove Towels, bed sheets, soap, and toilet paper Microwave Kitchen Beach blanket                                                                                | Quia sapiente et possimus fugit rerum cum repellendus dolorem perspiciatis.        | Velit quisquam magnam aliquam id illum porro qui ea.                             | Veritatis quia omnis voluptas veritatis inventore.                                   | Quae ut consectetur veniam et.                                                     | Consectetur consequatur incidunt.                                                  | -35.1103,30.9797   | Barcelona,Oakland,New York,Austin,Westwood
         55 | Beachfront Villa Near Boardwalk                           | Barcelona                      | https://s3.amazonaws.com/uifaces/faces/twitter/nyancecom/128.jpg       | Verner      | Plus      |      5 |    5 |     1 |     3 |           65 | This is a quaint cabin tucked in the trees on the east shore of Lake Almanor. The warm, shallow water makes it perfect for little ones to play or hook up to a bouy to just float. Can hook a boat to the outter bouy as well. Beach is used only by neighbors so it’s quiet. There’s also a picnic table and fire pit for s’mores. Town of Chester is 10 minutes away with shops, dining, rentals, parks and soft swirl ice cream, a must! A couple hiking trails are out front door and across the street.  The spaceThe main living area is cozy and there’s a family size picnic table perfect for meals or family games. Two bedrooms off kitchen with full bath and laundry facilities. Upstairs is a loft with small library and a curtained off queen bed with half bath. Our deck is large and the perfect spot for a glass of wine or beer while you BBQ and watch the sunset over Mt. Lassen, we’re 100 feet from lakes edge. Once the sun goes down there’s string lights and a fire top table with comfortable chairs to enjoy the cool evening air. The kitchen is fully stocked with cooking utensils and plastic ware for kids. The house comfortably sleeps 6 but there’s a pull out couch for 2 more and space in the loft for an air mattress. You can also pitch a tent in front of the deck for more sleeping space. We also offer beach towels, chairs, loungers, umbrellas, two kayaks and a paddle boat for your enjoyment.Interaction with guests. We are available by phone to answer any questions but have the most fabulous neighbors who are extremely friendly and full of great information.                  | Bed linens Lake access First aid kit TV Central heating or a heater in the listing Beach essentials Wifi Hangers Snorkeling gear Dryer First aid kit BBQ grill Dishwasher Space where guests can cook their own meals Pots and pans, oil, salt and pepper                                                                                        | Eum occaecati doloremque ut.                                                       | Velit ut et hic.                                                                 | Quos quos eius.                                                                      | Aliquid blanditiis et a et quidem.                                                 | Dolorum aspernatur quo odio ea minima dolorum.                                     | -27.0142,-20.7606  | Honolulu,Punta Cana, Dominican Republic,San Francisco,Tokyo,Oakland
         64 | Beachfront Villa Near Boardwalk                           | Honolulu                       | https://s3.amazonaws.com/uifaces/faces/twitter/bereto/128.jpg          | Leopold     | Plus      |      5 |    1 |     2 |     3 |           17 | The space. Una habitación doble en un apartamento tranquilo situada en un edificio histórico que data de la época medieval. A pocos metros se situan el Museo Picasso, boutiques independientes, galerías de arte, talleres de artistas y gran número de edificios representativos de Barcelona. Todo ello en la zona del Borne conocido por la gran cantidad de bares y restaurantes de moda que contiene.Cuando el clima lo permita se puede disfrutar en la terraza privada, que por supuesto estará a disposición de los huéspedes durante su estancia, resulta un lugar ideal para leer un libro o tomar una copa de vino después de un día de turismo.Varias estaciones de metro y paradas de autobuses están muy cerca, sin embargo la mayoría de las atracciones turísticas se encuentran a corta distancia, la catedral, Santa Maria del Mar, las playas y las Ramblas se encuentran a menos de 10 minutos.El Vaixell de papel (El barco de papel) - quiere significar algo tan frágil y al mismo tiempo capaz de una gran fortaleza!Other things to notePlease note that there will be a €40 charge payable in cash for check-ins later than 23:00pm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | Outdoor Dryer Snorkeling gear Guest access Carbon monoxide detector First aid kit Stove Refrigerator Stove Kitchen Pots and pans, oil, salt and pepper Central heating or a heater in the listing Free parking on premises Dishes and silverware Free parking on premises                                                                        | Sequi sed quia ab quod sit voluptates aut distinctio dolorem.                      | Ratione vitae odio corrupti itaque totam excepturi.                              | Ex rerum quidem vel est quibusdam nulla aut sint unde.                               | Assumenda fugiat dolorem recusandae fugiat veniam qui saepe distinctio voluptates. | Eveniet quas ducimus.                                                              | 67.0228,-33.0805   | Honolulu,Honolulu,Tokyo,Tokyo,San Diego
          4 | Cute Quirky Garden apt, NYC adjacent                      | Honolulu                       | https://s3.amazonaws.com/uifaces/faces/twitter/kylefrost/128.jpg       | Jaleel      | Plus      |      2 |    5 |     2 |     2 |           28 | Prime location with parking. Walking distance to UCLA. Minutes from Santa Monica, Venice, Hollywood and other tourist attractions. Full kitchen with appliances, A/C unit, and Wi-Fi.The spaceIf you are visiting Los Angeles and looking to be in a prime location within close proximity to the citys touristic attractions and famous beaches, my renovated studio in the heart of Westwood is the choice for you.My unit is on the third (top floor) of the building so there is a beautiful skyline view from the three large windows. These windows bring lots of bright natural light, but if you choose to cover them each window has a retractable shade. There is also a skylight in the kitchen and bathroom ceilings for more natural light.I have a queen sized bed (med-firm foam mattress) which sleeps two people comfortably. If you have a third guest, I can also provide an extra single sleeper bed upon request.There is a full kitchen complete with stainless steel appliances, dish ware and utensils if you would like to prepare your own meals.There is also a medium sized desk and wi-fi available for use if you need to get any work done during your stay.I have an in-unit AC/Heater, but you are welcome to open the windows if you wish.I provide one assigned parking space. The space may be tight for larger vehicles.The UCLA campus is 1.1 miles away- 6 to 7 minute car ride- 8 minute bike ride- 18 minute UCLA Blue Bus ride- 25 minute walkGuest accessGuests will be able to utilize the entire studio apartment privately.Interaction with guestsPlease feel free to shoot me a message prior. | Kitchen Umbrella Dining Beach essentials Dishwasher Dishwasher Hot water Refrigerator Umbrella Fire extinguisher Carbon monoxide detector Smoke detector Safety features Bed linens Pots and pans, oil, salt and pepper                                                                                                                          | Amet fugiat ut in veritatis doloribus.                                             | Ad ipsa quae aperiam molestiae perferendis modi quis delectus enim.              | Eveniet non eaque omnis illum odit.                                                  | Modi rerum consequatur excepturi eum et quis possimus asperiores ad.               | Molestias maxime rerum quia non voluptatem molestiae molestiae vel.                | 72.9274,-19.8233   | Westwood,New York,Westwood,Tokyo,Tokyo
         40 | Lake Almanor Lake Front Retreat                           | San Diego                      | https://s3.amazonaws.com/uifaces/faces/twitter/kimcool/128.jpg         | Brice       | none      |      2 |    6 |     3 |     1 |           90 | The space. Una habitación doble en un apartamento tranquilo situada en un edificio histórico que data de la época medieval. A pocos metros se situan el Museo Picasso, boutiques independientes, galerías de arte, talleres de artistas y gran número de edificios representativos de Barcelona. Todo ello en la zona del Borne conocido por la gran cantidad de bares y restaurantes de moda que contiene.Cuando el clima lo permita se puede disfrutar en la terraza privada, que por supuesto estará a disposición de los huéspedes durante su estancia, resulta un lugar ideal para leer un libro o tomar una copa de vino después de un día de turismo.Varias estaciones de metro y paradas de autobuses están muy cerca, sin embargo la mayoría de las atracciones turísticas se encuentran a corta distancia, la catedral, Santa Maria del Mar, las playas y las Ramblas se encuentran a menos de 10 minutos.El Vaixell de papel (El barco de papel) - quiere significar algo tan frágil y al mismo tiempo capaz de una gran fortaleza!Other things to notePlease note that there will be a €40 charge payable in cash for check-ins later than 23:00pm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | Hot water Hot water Refrigerator Carbon monoxide detector Towels, bed sheets, soap, and toilet paper Iron Lake access Hair dryer Fire extinguisher Cable TV Smoke detector Snorkeling gear Dishwasher Central heating or a heater in the listing Bed linens                                                                                      | Dicta est odit a.                                                                  | Facere quia harum.                                                               | Quasi quia corporis asperiores modi.                                                 | Vero similique amet consequatur incidunt velit cumque delectus.                    | Asperiores expedita non esse rerum quibusdam sint consequuntur.                    | 19.6195,173.8231   | San Francisco,Punta Cana, Dominican Republic,New York,Oakland,Honolulu
         49 | Vintage Concept Flat in Chic Neighbourhood                | San Francisco                  | https://s3.amazonaws.com/uifaces/faces/twitter/agustincruiz/128.jpg    | Noelia      | Verified  |      5 |    5 |     3 |     2 |            4 | Prime location with parking. Walking distance to UCLA. Minutes from Santa Monica, Venice, Hollywood and other tourist attractions. Full kitchen with appliances, A/C unit, and Wi-Fi.The spaceIf you are visiting Los Angeles and looking to be in a prime location within close proximity to the citys touristic attractions and famous beaches, my renovated studio in the heart of Westwood is the choice for you.My unit is on the third (top floor) of the building so there is a beautiful skyline view from the three large windows. These windows bring lots of bright natural light, but if you choose to cover them each window has a retractable shade. There is also a skylight in the kitchen and bathroom ceilings for more natural light.I have a queen sized bed (med-firm foam mattress) which sleeps two people comfortably. If you have a third guest, I can also provide an extra single sleeper bed upon request.There is a full kitchen complete with stainless steel appliances, dish ware and utensils if you would like to prepare your own meals.There is also a medium sized desk and wi-fi available for use if you need to get any work done during your stay.I have an in-unit AC/Heater, but you are welcome to open the windows if you wish.I provide one assigned parking space. The space may be tight for larger vehicles.The UCLA campus is 1.1 miles away- 6 to 7 minute car ride- 8 minute bike ride- 18 minute UCLA Blue Bus ride- 25 minute walkGuest accessGuests will be able to utilize the entire studio apartment privately.Interaction with guestsPlease feel free to shoot me a message prior. | Heating Beach towels Beach blanket Dryer Coffee maker Bed and bath Private entrance Stove Hair dryer Beach essentials Hangers Hair dryer Separate street or building entrance Iron Heating                                                                                                                                                       | Non ipsum sapiente modi iste aut ut magnam.                                        | Illo laboriosam quasi dolorum iusto deserunt et laudantium in consectetur.       | Ab corporis omnis officia.                                                           | Unde laboriosam laudantium quis reprehenderit et ea occaecati.                     | Vero magnam qui similique beatae et.                                               | -63.0013,98.1527   | Tokyo,Tokyo,Punta Cana, Dominican Republic,San Francisco,San Diego
         56 | Beachfront Villa Near Boardwalk                           | San Diego                      | https://s3.amazonaws.com/uifaces/faces/twitter/kurafire/128.jpg        | Dangelo     | none      |      3 |    4 |     2 |     3 |           92 | Prime location with parking. Walking distance to UCLA. Minutes from Santa Monica, Venice, Hollywood and other tourist attractions. Full kitchen with appliances, A/C unit, and Wi-Fi.The spaceIf you are visiting Los Angeles and looking to be in a prime location within close proximity to the citys touristic attractions and famous beaches, my renovated studio in the heart of Westwood is the choice for you.My unit is on the third (top floor) of the building so there is a beautiful skyline view from the three large windows. These windows bring lots of bright natural light, but if you choose to cover them each window has a retractable shade. There is also a skylight in the kitchen and bathroom ceilings for more natural light.I have a queen sized bed (med-firm foam mattress) which sleeps two people comfortably. If you have a third guest, I can also provide an extra single sleeper bed upon request.There is a full kitchen complete with stainless steel appliances, dish ware and utensils if you would like to prepare your own meals.There is also a medium sized desk and wi-fi available for use if you need to get any work done during your stay.I have an in-unit AC/Heater, but you are welcome to open the windows if you wish.I provide one assigned parking space. The space may be tight for larger vehicles.The UCLA campus is 1.1 miles away- 6 to 7 minute car ride- 8 minute bike ride- 18 minute UCLA Blue Bus ride- 25 minute walkGuest accessGuests will be able to utilize the entire studio apartment privately.Interaction with guestsPlease feel free to shoot me a message prior. | Central heating or a heater in the listing Washer Umbrella Bed linens Stove Washer Beach blanket Dishes and silverware Essentials Bed and bath Essentials BBQ grill Dining BBQ grill Cable TV                                                                                                                                                    | Ipsam corporis atque autem libero consequatur natus quia quod.                     | Rem repellat et iusto.                                                           | Corporis sunt qui corrupti.                                                          | Ducimus minima eum eos et.                                                         | Et eos distinctio nobis et omnis quam molestiae amet eos.                          | -43.4650,-45.0024  | Punta Cana, Dominican Republic,San Francisco,Honolulu,San Francisco,Westwood
         65 | Vintage Concept Flat in Chic Neighbourhood                | San Francisco                  | https://s3.amazonaws.com/uifaces/faces/twitter/n_tassone/128.jpg       | Iva         | Plus      |      4 |    4 |     4 |     3 |           98 | Prime location with parking. Walking distance to UCLA. Minutes from Santa Monica, Venice, Hollywood and other tourist attractions. Full kitchen with appliances, A/C unit, and Wi-Fi.The spaceIf you are visiting Los Angeles and looking to be in a prime location within close proximity to the citys touristic attractions and famous beaches, my renovated studio in the heart of Westwood is the choice for you.My unit is on the third (top floor) of the building so there is a beautiful skyline view from the three large windows. These windows bring lots of bright natural light, but if you choose to cover them each window has a retractable shade. There is also a skylight in the kitchen and bathroom ceilings for more natural light.I have a queen sized bed (med-firm foam mattress) which sleeps two people comfortably. If you have a third guest, I can also provide an extra single sleeper bed upon request.There is a full kitchen complete with stainless steel appliances, dish ware and utensils if you would like to prepare your own meals.There is also a medium sized desk and wi-fi available for use if you need to get any work done during your stay.I have an in-unit AC/Heater, but you are welcome to open the windows if you wish.I provide one assigned parking space. The space may be tight for larger vehicles.The UCLA campus is 1.1 miles away- 6 to 7 minute car ride- 8 minute bike ride- 18 minute UCLA Blue Bus ride- 25 minute walkGuest accessGuests will be able to utilize the entire studio apartment privately.Interaction with guestsPlease feel free to shoot me a message prior. | Microwave Space where guests can cook their own meals Dining Iron BBQ grill Dryer Hair dryer Microwave Beach blanket Stove Dishwasher Lake access Free parking on premises Dishes and silverware Central heating or a heater in the listing                                                                                                      | Nobis quis iste.                                                                   | Labore illum omnis distinctio veritatis ipsam dolor est omnis.                   | Voluptas facere animi dolor beatae officiis eveniet sed aut reiciendis.              | Earum atque illo quia et saepe et id impedit.                                      | Adipisci laudantium consequatur quia quo porro dolorem alias.                      | 36.1819,-19.0690   | San Francisco,Honolulu,Tokyo,Oakland,Honolulu
         73 | Studio Apartment Minutes Away from Downtown               | San Francisco                  | https://s3.amazonaws.com/uifaces/faces/twitter/alxleroydeval/128.jpg   | Elvie       | Plus      |      4 |    3 |     2 |     2 |            7 | Prime location with parking. Walking distance to UCLA. Minutes from Santa Monica, Venice, Hollywood and other tourist attractions. Full kitchen with appliances, A/C unit, and Wi-Fi.The spaceIf you are visiting Los Angeles and looking to be in a prime location within close proximity to the citys touristic attractions and famous beaches, my renovated studio in the heart of Westwood is the choice for you.My unit is on the third (top floor) of the building so there is a beautiful skyline view from the three large windows. These windows bring lots of bright natural light, but if you choose to cover them each window has a retractable shade. There is also a skylight in the kitchen and bathroom ceilings for more natural light.I have a queen sized bed (med-firm foam mattress) which sleeps two people comfortably. If you have a third guest, I can also provide an extra single sleeper bed upon request.There is a full kitchen complete with stainless steel appliances, dish ware and utensils if you would like to prepare your own meals.There is also a medium sized desk and wi-fi available for use if you need to get any work done during your stay.I have an in-unit AC/Heater, but you are welcome to open the windows if you wish.I provide one assigned parking space. The space may be tight for larger vehicles.The UCLA campus is 1.1 miles away- 6 to 7 minute car ride- 8 minute bike ride- 18 minute UCLA Blue Bus ride- 25 minute walkGuest accessGuests will be able to utilize the entire studio apartment privately.Interaction with guestsPlease feel free to shoot me a message prior. | Beach essentials Bed linens Dryer Iron Pots and pans, oil, salt and pepper Refrigerator Coffee maker Carbon monoxide detector Heating Kitchen Cooking basics Snorkeling gear Bed and bath Space where guests can cook their own meals Fire extinguisher                                                                                          | Esse id officiis eligendi consequatur quo exercitationem deserunt ea.              | Ipsum saepe error aut dolores ut qui debitis.                                    | In mollitia sapiente tempora.                                                        | Corporis aliquam vel id.                                                           | Nisi neque quia nesciunt ut amet laudantium.                                       | -38.4934,-36.7638  | Austin,Tokyo,Tokyo,Oakland,Punta Cana, Dominican Republic
         84 | Bedford Loft, Williamsburg Prime                          | Punta Cana, Dominican Republic | https://s3.amazonaws.com/uifaces/faces/twitter/jordyvdboom/128.jpg     | Carmel      | Verified  |      5 |    1 |     4 |     1 |           80 | The space. Una habitación doble en un apartamento tranquilo situada en un edificio histórico que data de la época medieval. A pocos metros se situan el Museo Picasso, boutiques independientes, galerías de arte, talleres de artistas y gran número de edificios representativos de Barcelona. Todo ello en la zona del Borne conocido por la gran cantidad de bares y restaurantes de moda que contiene.Cuando el clima lo permita se puede disfrutar en la terraza privada, que por supuesto estará a disposición de los huéspedes durante su estancia, resulta un lugar ideal para leer un libro o tomar una copa de vino después de un día de turismo.Varias estaciones de metro y paradas de autobuses están muy cerca, sin embargo la mayoría de las atracciones turísticas se encuentran a corta distancia, la catedral, Santa Maria del Mar, las playas y las Ramblas se encuentran a menos de 10 minutos.El Vaixell de papel (El barco de papel) - quiere significar algo tan frágil y al mismo tiempo capaz de una gran fortaleza!Other things to notePlease note that there will be a €40 charge payable in cash for check-ins later than 23:00pm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | Kitchen Heating Dishes and silverware Washer Carbon monoxide detector Snorkeling gear Dining First aid kit Beach essentials Snorkeling gear Extra pillows and blankets Dryer Fire extinguisher Wifi Separate street or building entrance                                                                                                         | Perspiciatis sint sint non non voluptatem voluptatem ut.                           | Nisi doloremque dignissimos tempora eum recusandae ipsum.                        | Qui hic tempora sunt deserunt quisquam vel.                                          | Minima recusandae eaque omnis itaque ea aut sed dolores.                           | Aut qui reiciendis iure quis et numquam qui.                                       | 29.9244,-6.8971    | San Francisco,San Diego,Honolulu,Austin,Oakland
          7 | The Cabin                                                 | New York                       | https://s3.amazonaws.com/uifaces/faces/twitter/mahdif/128.jpg          | Clementina  | Plus      |      5 |    3 |     3 |     3 |           58 | The space. Una habitación doble en un apartamento tranquilo situada en un edificio histórico que data de la época medieval. A pocos metros se situan el Museo Picasso, boutiques independientes, galerías de arte, talleres de artistas y gran número de edificios representativos de Barcelona. Todo ello en la zona del Borne conocido por la gran cantidad de bares y restaurantes de moda que contiene.Cuando el clima lo permita se puede disfrutar en la terraza privada, que por supuesto estará a disposición de los huéspedes durante su estancia, resulta un lugar ideal para leer un libro o tomar una copa de vino después de un día de turismo.Varias estaciones de metro y paradas de autobuses están muy cerca, sin embargo la mayoría de las atracciones turísticas se encuentran a corta distancia, la catedral, Santa Maria del Mar, las playas y las Ramblas se encuentran a menos de 10 minutos.El Vaixell de papel (El barco de papel) - quiere significar algo tan frágil y al mismo tiempo capaz de una gran fortaleza!Other things to notePlease note that there will be a €40 charge payable in cash for check-ins later than 23:00pm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | Beach blanket Beach towels Carbon monoxide detector Towels, bed sheets, soap, and toilet paper Refrigerator Safety features Hair dryer Bed and bath Dishwasher Beach towels Heating Towels, bed sheets, soap, and toilet paper Microwave Separate street or building entrance Hangers                                                            | Iusto aperiam doloremque sed voluptates.                                           | Facilis illo est beatae in laborum repellendus.                                  | Dolorem aliquam ut explicabo accusantium nihil sint.                                 | Illum expedita totam.                                                              | Dignissimos et esse in.                                                            | 6.6053,-157.3118   | San Diego,Punta Cana, Dominican Republic,Westwood,Punta Cana, Dominican Republic,San Francisco
         43 | Take in a Dip in the Heated Pool at a Luxury SoCo Retreat | San Diego                      | https://s3.amazonaws.com/uifaces/faces/twitter/aislinnkelly/128.jpg    | Kristina    | Verified  |      3 |    2 |     2 |     2 |           34 | This is a quaint cabin tucked in the trees on the east shore of Lake Almanor. The warm, shallow water makes it perfect for little ones to play or hook up to a bouy to just float. Can hook a boat to the outter bouy as well. Beach is used only by neighbors so it’s quiet. There’s also a picnic table and fire pit for s’mores. Town of Chester is 10 minutes away with shops, dining, rentals, parks and soft swirl ice cream, a must! A couple hiking trails are out front door and across the street.  The spaceThe main living area is cozy and there’s a family size picnic table perfect for meals or family games. Two bedrooms off kitchen with full bath and laundry facilities. Upstairs is a loft with small library and a curtained off queen bed with half bath. Our deck is large and the perfect spot for a glass of wine or beer while you BBQ and watch the sunset over Mt. Lassen, we’re 100 feet from lakes edge. Once the sun goes down there’s string lights and a fire top table with comfortable chairs to enjoy the cool evening air. The kitchen is fully stocked with cooking utensils and plastic ware for kids. The house comfortably sleeps 6 but there’s a pull out couch for 2 more and space in the loft for an air mattress. You can also pitch a tent in front of the deck for more sleeping space. We also offer beach towels, chairs, loungers, umbrellas, two kayaks and a paddle boat for your enjoyment.Interaction with guests. We are available by phone to answer any questions but have the most fabulous neighbors who are extremely friendly and full of great information.                  | Beach essentials Central heating or a heater in the listing Beachfront Hot water Essentials Dryer Microwave Central heating or a heater in the listing Cooking basics Dishes and silverware Towels, bed sheets, soap, and toilet paper Beachfront Snorkeling gear Iron Cable TV                                                                  | Dicta soluta quisquam non soluta.                                                  | Animi aut sed esse.                                                              | Saepe voluptas soluta.                                                               | Qui velit eaque id.                                                                | Error aut assumenda mollitia ipsam hic ipsa fugiat est laudantium.                 | -6.5758,-41.7270   | New York,San Diego,Honolulu,Westwood,New York
